"Topic Behavior","Topic1","Topic2","Topic3","Topic4","Topic5","Topic6","Ad Views",
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Telecommunications: All(31463816)","Mobile: All(31463133)","Cell Phones: All(31463135)","By Carrier: All(31463500)","MetroPCS: All(31463895)","119801.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Telecommunications: All(31463816)","Mobile: All(31463133)","Cell Phones: All(31463135)","By Carrier: All(31463500)","O2: All(31464094)","4849.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Telecommunications: All(31463816)","Mobile: All(31463133)","Cell Phones: All(31463135)","By Carrier: All(31463500)","Optus: All(31671078)","2244.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Telecommunications: All(31463816)","Mobile: All(31463133)","Cell Phones: All(31463135)","By Carrier: All(31463500)","Reliance: All(31669531)","97605.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Telecommunications: All(31463816)","Mobile: All(31463133)","Cell Phones: All(31463135)","By Carrier: All(31463500)","Sprint: All(31463897)","872189.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Telecommunications: All(31463816)","Mobile: All(31463133)","Cell Phones: All(31463135)","By Carrier: All(31463500)","T-Mobile: All(31463502)","734474.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Telecommunications: All(31463816)","Mobile: All(31463133)","Cell Phones: All(31463135)","By Carrier: All(31463500)","Telstra: All(31671079)","92887.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Telecommunications: All(31463816)","Mobile: All(31463133)","Cell Phones: All(31463135)","By Carrier: All(31463500)","Verizon: All(31463898)","658092.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Telecommunications: All(31463816)","Mobile: All(31463133)","Cell Phones: All(31463135)","By Carrier: All(31463500)","Virgin Mobile: All(31464032)","43607.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Telecommunications: All(31463816)","Mobile: All(31463133)","Cell Phones: All(31463135)","By Carrier: All(31463500)","Vodafone: All(31464093)","67052.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Telecommunications: All(31463816)","Mobile: All(31463133)","Cell Phones: All(31463135)","By Communication Technology...(31464053)","By Communication Technology...(31464053)","325549.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Telecommunications: All(31463816)","Mobile: All(31463133)","Cell Phones: All(31463135)","By Communication Technology...(31464053)","CDMA: All(31464038)","34526.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Telecommunications: All(31463816)","Mobile: All(31463133)","Cell Phones: All(31463135)","By Communication Technology...(31464053)","GSM: All(31464037)","82417.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Telecommunications: All(31463816)","Mobile: All(31463133)","Cell Phones: All(31463135)","By Contract: All(31669532)","By Contract: All(31669532)","934063.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Telecommunications: All(31463816)","Mobile: All(31463133)","Cell Phones: All(31463135)","By Contract: All(31669532)","Postpaid: All(31669533)","7429.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Telecommunications: All(31463816)","Mobile: All(31463133)","Cell Phones: All(31463135)","By Contract: All(31669532)","PrePaid/PAYG: All(31463900)","927742.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Telecommunications: All(31463816)","Mobile: All(31463133)","Cell Phones: All(31463135)","By Feature: All(31669534)","By Feature: All(31669534)","211192.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Telecommunications: All(31463816)","Mobile: All(31463133)","Cell Phones: All(31463135)","By Feature: All(31669534)","Ringtones: All(31463888)","211192.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Telecommunications: All(31463816)","Mobile: All(31463133)","Cell Phones: All(31463135)","By MVNO: All(31464089)","By MVNO: All(31464089)","21151.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Telecommunications: All(31463816)","Mobile: All(31463133)","Cell Phones: All(31463135)","By MVNO: All(31464089)","ASDA Mobile: All(31464091)","12.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Telecommunications: All(31463816)","Mobile: All(31463133)","Cell Phones: All(31463135)","By MVNO: All(31464089)","Tesco Mobile: All(31464090)","465.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Telecommunications: All(31463816)","Mobile: All(31463133)","Cell Phones: All(31463135)","By Type: All(31463899)","By Type: All(31463899)","2.1132219E7"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Telecommunications: All(31463816)","Mobile: All(31463133)","Cell Phones: All(31463135)","By Type: All(31463899)","Feature Phone: All(31669535)","8290.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Telecommunications: All(31463816)","Mobile: All(31463133)","Cell Phones: All(31463135)","By Type: All(31463899)","SmartPhone: All(31463901)","2.1129916E7"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Telecommunications: All(31463816)","Mobile: All(31463133)","PDAs & Pocket PCs: All(31464029)","PDAs & Pocket PCs: All(31464029)","PDAs & Pocket PCs: All(31464029)","58421.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Telecommunications: All(31463816)","Mobile: All(31463133)","Two-way Radios: All(31463885)","Two-way Radios: All(31463885)","Two-way Radios: All(31463885)","5505.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Telecommunications: All(31463816)","Telephones: All(31463820)","Telephones: All(31463820)","Telephones: All(31463820)","Telephones: All(31463820)","168852.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Telecommunications: All(31463816)","Telephones: All(31463820)","Answering Machines: All(31463823)","Answering Machines: All(31463823)","Answering Machines: All(31463823)","7064.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Telecommunications: All(31463816)","Telephones: All(31463820)","Cordless: All(31463819)","Cordless: All(31463819)","Cordless: All(31463819)","53707.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Telecommunications: All(31463816)","Telephones: All(31463820)","VOIP: All(31463821)","VOIP: All(31463821)","VOIP: All(31463821)","575.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Video Games: All(31463112)","Video Games: All(31463112)","Video Games: All(31463112)","Video Games: All(31463112)","Video Games: All(31463112)","2.601797E7"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Video Games: All(31463112)","By Developer: All(31673969)","By Developer: All(31673969)","By Developer: All(31673969)","By Developer: All(31673969)","1706181.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Video Games: All(31463112)","By Developer: All(31673969)","Bungie: All(31676012)","Bungie: All(31676012)","Bungie: All(31676012)","86059.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Video Games: All(31463112)","By Developer: All(31673969)","Capcom: All(31674953)","Capcom: All(31674953)","Capcom: All(31674953)","810145.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Video Games: All(31463112)","By Developer: All(31673969)","CD Projekt: All(31673970)","CD Projekt: All(31673970)","CD Projekt: All(31673970)","13650.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Video Games: All(31463112)","By Developer: All(31673969)","Electronic Arts: All(31676013)","Electronic Arts: All(31676013)","Electronic Arts: All(31676013)","260900.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Video Games: All(31463112)","By Developer: All(31673969)","Rockstar Games: All(31676055)","Rockstar Games: All(31676055)","Rockstar Games: All(31676055)","47591.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Video Games: All(31463112)","By Developer: All(31673969)","Ubisoft: All(31673971)","Ubisoft: All(31673971)","Ubisoft: All(31673971)","84356.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Video Games: All(31463112)","By Platform: All(31463812)","By Platform: All(31463812)","By Platform: All(31463812)","By Platform: All(31463812)","2.5511106E7"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Video Games: All(31463112)","By Platform: All(31463812)","Computer: All(31463913)","Computer: All(31463913)","Computer: All(31463913)","9254494.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Video Games: All(31463112)","By Platform: All(31463812)","Computer: All(31463913)","Mac: All(31463114)","Mac: All(31463114)","3279668.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Video Games: All(31463112)","By Platform: All(31463812)","Computer: All(31463913)","PC: All(31463113)","PC: All(31463113)","1223300.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Video Games: All(31463112)","By Platform: All(31463812)","Console & Handheld: All(31463915)","Console & Handheld: All(31463915)","Console & Handheld: All(31463915)","2.2979382E7"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Video Games: All(31463112)","By Platform: All(31463812)","Console & Handheld: All(31463915)","GameStick: All(31464101)","GameStick: All(31464101)","24.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Video Games: All(31463112)","By Platform: All(31463812)","Console & Handheld: All(31463915)","Microsoft Xbox: All(31464097)","Microsoft Xbox: All(31464097)","3208729.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Video Games: All(31463112)","By Platform: All(31463812)","Console & Handheld: All(31463915)","Microsoft Xbox: All(31464097)","Xbox 360: All(31463551)","962004.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Video Games: All(31463112)","By Platform: All(31463812)","Console & Handheld: All(31463915)","Microsoft Xbox: All(31464097)","Xbox One: All(31464098)","2163170.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Video Games: All(31463112)","By Platform: All(31463812)","Console & Handheld: All(31463915)","Nintendo: All(31464096)","Nintendo: All(31464096)","1.592845E7"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Video Games: All(31463112)","By Platform: All(31463812)","Console & Handheld: All(31463915)","Nintendo: All(31464096)","Nintendo DS: All(31463547)","8446562.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Video Games: All(31463112)","By Platform: All(31463812)","Console & Handheld: All(31463915)","Nintendo: All(31464096)","Nintendo Wii: All(31463661)","1057050.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Video Games: All(31463112)","By Platform: All(31463812)","Console & Handheld: All(31463915)","Ouya: All(31464102)","Ouya: All(31464102)","1563.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Video Games: All(31463112)","By Platform: All(31463812)","Console & Handheld: All(31463915)","Project SHIELD: All(31464103)","Project SHIELD: All(31464103)","20.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Video Games: All(31463112)","By Platform: All(31463812)","Console & Handheld: All(31463915)","Razer Edge: All(31464104)","Razer Edge: All(31464104)","36.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Video Games: All(31463112)","By Platform: All(31463812)","Console & Handheld: All(31463915)","Sony Playstation: All(31464051)","Sony Playstation: All(31464051)","1.648446E7"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Video Games: All(31463112)","By Platform: All(31463812)","Console & Handheld: All(31463915)","Sony Playstation: All(31464051)","Sony PS Vita: All(31464052)","181130.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Video Games: All(31463112)","By Platform: All(31463812)","Console & Handheld: All(31463915)","Sony Playstation: All(31464051)","Sony PS2: All(31463549)","4278770.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Video Games: All(31463112)","By Platform: All(31463812)","Console & Handheld: All(31463915)","Sony Playstation: All(31464051)","Sony PS3: All(31463660)","1237152.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Video Games: All(31463112)","By Platform: All(31463812)","Console & Handheld: All(31463915)","Sony Playstation: All(31464051)","Sony PS4: All(31464100)","2390317.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Video Games: All(31463112)","By Platform: All(31463812)","Console & Handheld: All(31463915)","Sony Playstation: All(31464051)","Sony PSP: All(31463550)","5992755.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Video Games: All(31463112)","By Platform: All(31463812)","Console & Handheld: All(31463915)","Steam Box: All(31464105)","Steam Box: All(31464105)","37.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Video Games: All(31463112)","By Platform: All(31463812)","Mobile: All(31463914)","Mobile: All(31463914)","Mobile: All(31463914)","3589465.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Video Games: All(31463112)","By Platform: All(31463812)","Mobile: All(31463914)","Android: All(31669921)","Android: All(31669921)","199867.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Video Games: All(31463112)","By Platform: All(31463812)","Mobile: All(31463914)","iOS: All(31463916)","iOS: All(31463916)","1409368.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Wearable Technology: All(31669693)","Wearable Technology: All(31669693)","Wearable Technology: All(31669693)","Wearable Technology: All(31669693)","Wearable Technology: All(31669693)","2212532.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Wearable Technology: All(31669693)","By Brand: All(31669694)","By Brand: All(31669694)","By Brand: All(31669694)","By Brand: All(31669694)","1209153.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Wearable Technology: All(31669693)","By Brand: All(31669694)","Apple: All(31669695)","Apple: All(31669695)","Apple: All(31669695)","475447.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Wearable Technology: All(31669693)","By Brand: All(31669694)","Fitbit: All(31669696)","Fitbit: All(31669696)","Fitbit: All(31669696)","58257.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Wearable Technology: All(31669693)","By Brand: All(31669694)","Garmin: All(31669697)","Garmin: All(31669697)","Garmin: All(31669697)","33477.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Wearable Technology: All(31669693)","By Brand: All(31669694)","Google: All(31669698)","Google: All(31669698)","Google: All(31669698)","60782.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Wearable Technology: All(31669693)","By Brand: All(31669694)","Jawbone: All(31669699)","Jawbone: All(31669699)","Jawbone: All(31669699)","4413.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Wearable Technology: All(31669693)","By Brand: All(31669694)","Misfit: All(31669700)","Misfit: All(31669700)","Misfit: All(31669700)","8263.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Wearable Technology: All(31669693)","By Brand: All(31669694)","Myo: All(31669701)","Myo: All(31669701)","Myo: All(31669701)","2199.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Wearable Technology: All(31669693)","By Brand: All(31669694)","Samsung: All(31669702)","Samsung: All(31669702)","Samsung: All(31669702)","327049.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Wearable Technology: All(31669693)","By Brand: All(31669694)","Sony: All(31669703)","Sony: All(31669703)","Sony: All(31669703)","323262.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Wearable Technology: All(31669693)","By Type: All(31669704)","By Type: All(31669704)","By Type: All(31669704)","By Type: All(31669704)","1174750.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Wearable Technology: All(31669693)","By Type: All(31669704)","Activity Trackers: All(31669705)","Activity Trackers: All(31669705)","Activity Trackers: All(31669705)","69661.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Wearable Technology: All(31669693)","By Type: All(31669704)","Body Mounted Cameras: All(31669706)","Body Mounted Cameras: All(31669706)","Body Mounted Cameras: All(31669706)","33782.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Wearable Technology: All(31669693)","By Type: All(31669704)","Gesture Control & Entertain...(31669707)","Gesture Control & Entertain...(31669707)","Gesture Control & Entertain...(31669707)","58.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Wearable Technology: All(31669693)","By Type: All(31669704)","Glasses: All(31669708)","Glasses: All(31669708)","Glasses: All(31669708)","19306.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Wearable Technology: All(31669693)","By Type: All(31669704)","Glasses: All(31669708)","Google Glass: All(31669709)","Google Glass: All(31669709)","9478.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Wearable Technology: All(31669693)","By Type: All(31669704)","Smart Watches: All(31669710)","Smart Watches: All(31669710)","Smart Watches: All(31669710)","738985.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Wearable Technology: All(31669693)","By Type: All(31669704)","Smart Watches: All(31669710)","Apple Watch: All(31669711)","Apple Watch: All(31669711)","386643.0"
"Technology: All(31457281)","Consumer Electronics: All(31463078)","Wearable Technology: All(31669693)","By Type: All(31669704)","Virtual Reality: All(31676014)","Virtual Reality: All(31676014)","Virtual Reality: All(31676014)","342071.0"
"Technology: All(31457281)","Hardware: All(31457283)","Hardware: All(31457283)","Hardware: All(31457283)","Hardware: All(31457283)","Hardware: All(31457283)","Hardware: All(31457283)","1.233414E7"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Electronic Components: All(31463246)","Electronic Components: All(31463246)","Electronic Components: All(31463246)","Electronic Components: All(31463246)","9626837.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Batteries: All(31463236)","Batteries: All(31463236)","Batteries: All(31463236)","Batteries: All(31463236)","25115.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Cables: All(31463255)","Cables: All(31463255)","Cables: All(31463255)","Cables: All(31463255)","191191.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Cards: All(31463249)","Cards: All(31463249)","Cards: All(31463249)","Cards: All(31463249)","1851904.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Cards: All(31463249)","Capture: All(31463529)","Capture: All(31463529)","Capture: All(31463529)","1133.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Cards: All(31463249)","Controller: All(31463250)","Controller: All(31463250)","Controller: All(31463250)","5279.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Cards: All(31463249)","Network: All(31463252)","Network: All(31463252)","Network: All(31463252)","11577.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Cards: All(31463249)","Serial: All(31463251)","Serial: All(31463251)","Serial: All(31463251)","98.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Cards: All(31463249)","Sound Cards: All(31457324)","Sound Cards: All(31457324)","Sound Cards: All(31457324)","36741.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Cards: All(31463249)","Video Cards: All(31457318)","Video Cards: All(31457318)","Video Cards: All(31457318)","1816248.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Cards: All(31463249)","Video Cards: All(31457318)","3D Accelerators: All(31457320)","3D Accelerators: All(31457320)","30.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Cases: All(31463508)","Cases: All(31463508)","Cases: All(31463508)","Cases: All(31463508)","18552.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","CPU: All(31460028)","CPU: All(31460028)","CPU: All(31460028)","CPU: All(31460028)","1912326.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","CPU: All(31460028)","By Brand: All(31669668)","By Brand: All(31669668)","By Brand: All(31669668)","1743114.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","CPU: All(31460028)","By Brand: All(31669668)","AMD: All(31460039)","AMD: All(31460039)","794523.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","CPU: All(31460028)","By Brand: All(31669668)","AMD: All(31460039)","Athlon: All(31463524)","49376.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","CPU: All(31460028)","By Brand: All(31669668)","AMD: All(31460039)","Duron: All(31669669)","44.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","CPU: All(31460028)","By Brand: All(31669668)","AMD: All(31460039)","Opteron: All(31463523)","6457.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","CPU: All(31460028)","By Brand: All(31669668)","AMD: All(31460039)","Phenom: All(31463935)","11495.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","CPU: All(31460028)","By Brand: All(31669668)","AMD: All(31460039)","Sempron: All(31669670)","3883.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","CPU: All(31460028)","By Brand: All(31669668)","AMD: All(31460039)","Turion: All(31669671)","4655.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","CPU: All(31460028)","By Brand: All(31669668)","Intel: All(31463007)","Intel: All(31463007)","1153780.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","CPU: All(31460028)","By Brand: All(31669668)","Intel: All(31463007)","Atom: All(31463936)","21415.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","CPU: All(31460028)","By Brand: All(31669668)","Intel: All(31463007)","Celeron: All(31463527)","99909.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","CPU: All(31460028)","By Brand: All(31669668)","Intel: All(31463007)","Core: All(31669674)","1880532.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","CPU: All(31460028)","By Brand: All(31669668)","Intel: All(31463007)","Itanium: All(31669672)","603.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","CPU: All(31460028)","By Brand: All(31669668)","Intel: All(31463007)","Pentium: All(31463526)","41460.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","CPU: All(31460028)","By Brand: All(31669668)","Intel: All(31463007)","Quark: All(31669673)","1348.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","CPU: All(31460028)","By Brand: All(31669668)","Intel: All(31463007)","Xeon: All(31463525)","30657.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Fans: All(31463247)","Fans: All(31463247)","Fans: All(31463247)","Fans: All(31463247)","41203.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Input Devices: All(31463253)","Input Devices: All(31463253)","Input Devices: All(31463253)","Input Devices: All(31463253)","2892232.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Input Devices: All(31463253)","Game Controllers: All(31463531)","Game Controllers: All(31463531)","Game Controllers: All(31463531)","28340.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Input Devices: All(31463253)","Graphic Tablets: All(31463932)","Graphic Tablets: All(31463932)","Graphic Tablets: All(31463932)","5506.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Input Devices: All(31463253)","Keyboards: All(31457495)","Keyboards: All(31457495)","Keyboards: All(31457495)","226906.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Input Devices: All(31463253)","Mice: All(31463530)","Mice: All(31463530)","Mice: All(31463530)","204264.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Input Devices: All(31463253)","WebCam: All(31463254)","WebCam: All(31463254)","WebCam: All(31463254)","2356857.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Motherboards: All(31457330)","Motherboards: All(31457330)","Motherboards: All(31457330)","Motherboards: All(31457330)","158353.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Motherboards: All(31457330)","By Brand: All(31669687)","By Brand: All(31669687)","By Brand: All(31669687)","57048.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Motherboards: All(31457330)","By Brand: All(31669687)","Abit: All(31463522)","Abit: All(31463522)","1076.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Motherboards: All(31457330)","By Brand: All(31669687)","Asus: All(31463521)","Asus: All(31463521)","15023.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Motherboards: All(31457330)","By Brand: All(31669687)","Intel: All(31463934)","Intel: All(31463934)","47646.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Motherboards: All(31457330)","By Brand: All(31669687)","SuperMicro: All(31463519)","SuperMicro: All(31463519)","1329.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Motherboards: All(31457330)","By Brand: All(31669687)","Tyan: All(31463520)","Tyan: All(31463520)","106.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Output Devices: All(31669685)","Output Devices: All(31669685)","Output Devices: All(31669685)","Output Devices: All(31669685)","352476.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Output Devices: All(31669685)","Monitors: All(31463245)","Monitors: All(31463245)","Monitors: All(31463245)","336044.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Output Devices: All(31669685)","Monitors: All(31463245)","By Type: All(31669686)","By Type: All(31669686)","322973.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Output Devices: All(31669685)","Monitors: All(31463245)","By Type: All(31669686)","Flat Panel: All(31457515)","2318.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Power Supplies: All(31463248)","Power Supplies: All(31463248)","Power Supplies: All(31463248)","Power Supplies: All(31463248)","980157.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Storage: All(31457534)","Storage: All(31457534)","Storage: All(31457534)","Storage: All(31457534)","2752953.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Storage: All(31457534)","By Drives: All(31463237)","By Drives: All(31463237)","By Drives: All(31463237)","1427833.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Storage: All(31457534)","By Drives: All(31463237)","CD/CDR Drives: All(31463296)","CD/CDR Drives: All(31463296)","7901.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Storage: All(31457534)","By Drives: All(31463237)","DVD/DVDR Drives: All(31463297)","DVD/DVDR Drives: All(31463297)","54900.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Storage: All(31457534)","By Drives: All(31463237)","Floppy Disk Drive: All(31463298)","Floppy Disk Drive: All(31463298)","15768.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Storage: All(31457534)","By Drives: All(31463237)","Hard Drive: All(31457588)","Hard Drive: All(31457588)","1261269.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Storage: All(31457534)","By Drives: All(31463237)","Hard Drive: All(31457588)","Enclosures: All(31463275)","3975.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Storage: All(31457534)","By Drives: All(31463237)","Hard Drive: All(31457588)","Firewire: All(31463274)","20444.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Storage: All(31457534)","By Drives: All(31463237)","Hard Drive: All(31457588)","IDE/EIDE: All(31463271)","18400.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Storage: All(31457534)","By Drives: All(31463237)","Hard Drive: All(31457588)","Notebook Drives: All(31463291)","1166.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Storage: All(31457534)","By Drives: All(31463237)","Hard Drive: All(31457588)","SATA: All(31463269)","42818.0"
"Technology: All(31457281)","Hardware: All(31457283)","Electronic Components: All(31463246)","Storage: All(31457534)","By Drives: All(31463237)","Hard Drive: All(31457588)","SCSI: All(31463270)","8935.0"
